weather_severity,rain_intensity,visibility,wind_severity,night_indicator,road_disruption,historical_incident_density,distance_to_emergency_service,nearby_service_density,tourist_area_indicator,area_activity_level,route_condition,time_of_day,risk_score
6.89,0.0,11.96,21.86,1.0,5.61,0.343,16.18,5.12,1.0,6.9,57.83,2.0,29.8
26.4,8.36,6.36,35.77,0.0,8.18,0.649,10.58,4.02,0.0,5.04,65.55,4.0,23.9
9.65,0.0,7.29,10.82,0.0,4.97,0.904,3.77,5.78,0.0,4.24,50.32,8.0,12.2
23.97,3.94,4.22,18.83,0.0,40.66,0.67,8.5,6.27,0.0,5.13,54.11,4.0,35.6
18.98,0.0,6.23,8.87,0.0,19.91,1.033,10.79,4.55,0.0,3.02,48.75,4.0,25.1
28.86,0.0,7.48,8.71,0.0,89.37,1.024,4.77,2.45,0.0,3.88,35.59,4.0,34.3
20.25,20.16,1.85,6.74,0.0,16.33,1.372,3.6,2.01,0.0,3.06,65.46,2.0,33.3
29.28,0.0,5.97,15.84,0.0,5.05,1.19,0.47,2.5,1.0,6.64,68.47,8.0,25.5
12.56,0.0,8.46,6.8,1.0,12.97,0.424,12.15,5.67,1.0,9.84,45.17,2.0,35.2
11.95,0.0,10.43,15.01,1.0,42.26,0.79,3.71,5.62,1.0,8.05,41.87,2.0,42.8
18.91,0.0,7.0,9.2,0.0,55.93,0.538,11.69,0.05,0.0,2.47,40.09,4.0,35.4
62.3,1.75,7.18,39.75,0.0,8.61,2.225,6.4,9.0,0.0,4.49,46.97,2.0,29.5
17.68,0.0,12.2,10.35,0.0,37.6,2.235,7.41,5.65,1.0,6.94,61.97,2.0,38.8
23.33,13.47,3.07,12.7,1.0,91.16,0.572,3.79,3.91,1.0,5.67,60.64,2.0,69.0
33.17,0.0,10.18,36.43,0.0,51.91,2.582,7.11,3.34,1.0,6.09,54.08,2.0,35.0
10.1,0.0,9.46,13.58,0.0,70.24,1.339,6.86,4.03,0.0,7.59,80.66,4.0,24.1
19.35,0.0,10.95,17.04,1.0,62.09,0.863,2.02,7.61,0.0,1.61,83.22,2.0,33.3
22.42,0.0,10.26,12.66,0.0,12.23,3.23,2.8,6.76,0.0,5.85,37.43,2.0,34.5
44.3,0.31,6.31,21.09,0.0,3.98,1.076,5.08,4.77,0.0,1.37,70.98,4.0,30.9
27.49,0.0,8.18,9.4,1.0,35.77,0.36,19.21,7.21,0.0,5.59,34.12,2.0,41.2
28.25,0.0,5.23,27.68,0.0,14.2,0.665,1.7,6.71,1.0,5.28,69.45,8.0,29.4
26.25,10.55,5.9,11.49,0.0,4.66,0.687,1.09,4.56,0.0,6.28,86.29,4.0,22.1
50.36,2.42,7.26,14.54,0.0,12.53,1.719,2.51,7.41,1.0,10.0,73.83,4.0,32.6
31.92,8.11,7.68,21.87,0.0,19.21,0.316,16.25,7.81,1.0,6.89,52.52,4.0,28.4
53.35,2.76,8.65,28.94,0.0,5.42,1.545,1.02,7.57,0.0,7.67,88.42,2.0,20.4
26.11,0.0,11.38,15.6,1.0,17.55,1.309,6.82,6.22,1.0,8.38,53.9,2.0,48.6
44.61,0.0,6.79,41.31,0.0,10.5,1.305,1.73,6.14,0.0,5.92,71.94,4.0,32.5
43.23,0.0,9.99,15.45,0.0,11.76,1.242,6.24,3.08,0.0,2.9,51.83,2.0,29.4
46.27,0.0,8.15,19.86,0.0,89.3,2.333,14.77,0.73,0.0,7.22,61.71,4.0,48.5
21.37,0.0,5.74,5.93,0.0,18.51,1.954,5.67,5.58,1.0,7.85,61.98,8.0,30.6
38.54,9.36,6.42,9.72,0.0,14.22,1.445,11.97,4.48,0.0,2.92,37.1,4.0,26.8
27.69,0.0,8.4,18.08,0.0,14.19,1.168,4.44,4.14,0.0,3.16,60.76,2.0,19.3
11.06,0.0,6.99,16.86,0.0,17.12,0.187,1.7,1.93,1.0,5.89,79.39,4.0,18.1
24.34,6.86,5.37,16.56,1.0,2.21,0.53,16.73,6.63,1.0,5.27,90.74,2.0,32.7
31.07,0.0,5.92,21.93,0.0,81.01,0.908,9.19,4.59,0.0,4.72,50.84,2.0,35.8
12.84,0.0,7.53,23.32,0.0,60.11,0.308,8.53,2.72,1.0,8.15,79.34,4.0,25.3
25.16,0.0,6.52,14.55,0.0,48.79,0.68,5.64,3.5,1.0,6.55,53.15,2.0,33.2
51.66,0.0,9.91,19.53,0.0,18.04,1.769,11.87,2.61,1.0,7.44,100.0,4.0,35.8
13.94,0.0,3.68,6.59,1.0,8.57,0.626,6.15,4.3,0.0,2.51,55.93,2.0,34.5
45.38,10.8,6.57,23.37,0.0,13.32,1.211,1.43,4.97,0.0,7.08,69.02,8.0,31.3
57.5,0.0,8.33,36.66,0.0,80.85,1.444,5.47,6.05,0.0,6.76,36.19,2.0,40.3
14.35,0.0,6.64,20.16,0.0,7.2,1.177,10.81,0.97,1.0,10.0,65.01,8.0,26.6
14.36,8.98,7.03,43.67,0.0,60.37,1.262,8.93,5.3,0.0,2.92,71.63,2.0,29.6
47.71,2.23,6.62,21.69,1.0,19.35,1.531,1.33,1.58,0.0,2.69,100.0,2.0,43.9
17.37,9.06,7.24,10.26,0.0,3.85,0.223,1.16,4.06,0.0,2.36,57.3,4.0,10.2
9.76,0.0,10.03,10.3,0.0,73.99,1.533,7.17,5.91,0.0,7.46,19.84,4.0,35.6
11.1,0.0,9.81,20.68,0.0,11.78,0.97,6.02,4.49,0.0,2.19,89.2,8.0,12.6
57.19,0.0,6.08,28.37,0.0,7.52,1.037,4.03,0.46,1.0,6.12,69.75,8.0,29.1
7.15,0.0,5.78,6.71,0.0,9.84,0.559,13.72,3.95,0.0,1.84,92.61,4.0,13.7
6.32,0.0,9.14,13.07,0.0,72.11,0.097,6.26,8.43,1.0,7.15,38.95,8.0,24.9
25.08,7.87,5.99,10.61,1.0,59.12,0.45,7.29,7.26,0.0,5.44,97.32,2.0,41.9
53.51,0.0,6.34,27.55,0.0,33.07,0.685,2.2,10.0,0.0,5.93,54.32,4.0,25.1
33.33,0.0,8.45,9.22,0.0,5.65,0.528,9.12,5.14,1.0,6.8,65.63,4.0,22.2
33.97,0.0,7.11,9.92,0.0,5.31,0.391,5.29,3.4,0.0,2.71,71.07,4.0,18.9
65.97,6.75,6.82,18.48,0.0,54.56,1.635,3.23,4.11,1.0,8.02,41.47,2.0,53.0
14.76,15.03,11.78,6.93,1.0,10.71,0.823,9.13,5.35,0.0,5.12,62.12,2.0,34.3
31.42,2.71,9.1,20.87,0.0,3.23,0.985,13.35,4.33,1.0,7.1,38.82,4.0,25.5
12.6,0.0,11.31,20.68,0.0,52.2,1.791,3.59,6.54,0.0,3.24,73.34,8.0,36.0
25.26,9.6,8.11,15.11,0.0,67.81,0.332,8.51,6.19,1.0,7.8,51.65,8.0,37.9
25.55,0.0,8.39,8.35,0.0,57.46,1.81,4.42,1.83,0.0,6.66,13.49,2.0,34.1
33.37,1.61,8.86,29.15,0.0,4.9,0.802,7.54,6.91,0.0,3.33,62.38,4.0,23.7
32.94,0.0,8.97,16.33,0.0,12.94,1.493,1.51,5.36,1.0,4.3,73.24,2.0,30.7
14.62,0.0,10.29,28.05,0.0,73.92,0.179,1.58,8.48,0.0,6.5,64.59,2.0,21.1
10.94,14.48,7.05,12.47,0.0,54.8,1.646,7.79,7.22,1.0,3.41,92.65,4.0,30.5
12.24,0.0,6.02,4.24,0.0,9.69,0.297,3.12,7.45,0.0,2.99,71.83,4.0,9.8
61.89,8.68,3.17,19.36,0.0,0.81,1.097,8.94,4.83,0.0,3.47,65.39,2.0,43.7
18.19,0.0,9.38,5.46,0.0,19.14,1.833,6.28,2.11,0.0,3.29,64.69,2.0,25.0
11.01,0.0,6.42,3.0,0.0,14.84,1.061,2.38,7.89,1.0,8.47,97.17,4.0,11.1
45.64,1.15,8.87,17.47,0.0,69.55,0.98,5.66,6.65,0.0,7.31,42.75,4.0,34.6
17.61,0.0,11.15,14.27,1.0,4.46,1.358,5.14,8.73,0.0,7.01,61.52,2.0,30.6
18.64,0.0,8.0,17.8,0.0,15.45,0.678,10.46,3.96,0.0,3.13,80.89,4.0,16.0
20.69,6.21,10.06,23.59,0.0,4.17,1.597,7.07,5.78,1.0,9.98,73.07,2.0,23.5
30.6,0.0,8.6,12.85,0.0,3.04,1.014,4.62,5.13,1.0,4.43,49.91,2.0,13.4
43.93,7.44,6.84,13.03,0.0,18.33,0.426,8.52,3.6,0.0,5.49,71.61,8.0,39.2
15.7,2.57,8.37,13.62,1.0,2.56,0.675,9.66,1.39,1.0,7.37,100.0,2.0,30.8
50.5,9.06,4.74,17.87,0.0,13.44,1.252,2.17,4.29,1.0,10.0,66.45,8.0,48.3
35.83,0.0,6.01,25.81,0.0,88.06,1.326,7.62,3.27,0.0,6.01,49.03,8.0,44.0
19.67,2.61,4.81,10.41,0.0,18.6,1.472,1.3,7.78,1.0,10.0,67.12,2.0,22.5
45.12,0.0,6.18,24.47,0.0,10.32,0.884,2.49,5.8,0.0,3.26,64.92,8.0,27.4
47.15,0.0,11.86,28.02,0.0,12.81,1.262,4.43,3.93,1.0,8.71,100.0,8.0,33.0
32.62,14.45,3.3,34.74,0.0,15.24,0.652,0.4,7.65,0.0,7.28,83.52,8.0,30.0
72.14,0.0,4.48,19.29,0.0,7.03,2.952,13.13,7.0,1.0,8.09,31.22,2.0,57.7
49.12,2.95,5.56,14.06,0.0,72.84,1.568,9.95,5.39,0.0,3.35,82.89,4.0,38.5
34.42,1.01,6.33,18.83,1.0,1.48,1.57,7.52,5.03,1.0,6.46,61.27,2.0,38.2
49.13,0.0,8.06,28.41,1.0,2.58,2.198,1.87,2.95,1.0,8.26,73.91,2.0,47.9
51.15,0.0,6.24,25.64,0.0,44.52,1.179,13.88,5.52,1.0,8.54,80.67,2.0,44.3
4.76,14.46,6.72,4.81,0.0,8.7,1.78,11.33,4.71,0.0,3.09,95.05,2.0,28.4
5.03,0.0,7.15,16.41,0.0,6.84,1.163,4.54,7.67,1.0,4.73,76.45,2.0,9.9
10.65,0.0,7.73,13.63,1.0,15.13,1.232,4.41,6.06,1.0,9.55,68.46,2.0,32.3
46.42,0.0,7.49,17.06,0.0,15.34,0.899,9.85,4.37,1.0,8.98,60.95,4.0,27.2
19.91,0.0,8.13,30.23,0.0,17.39,1.605,4.58,7.93,1.0,9.57,67.61,4.0,22.6
8.45,0.0,12.71,18.13,0.0,58.84,1.035,0.89,3.82,0.0,8.67,94.35,4.0,22.9
16.69,0.0,8.44,26.61,0.0,48.54,0.708,14.68,4.13,0.0,5.32,36.54,2.0,36.2
31.39,0.0,7.64,18.13,0.0,13.49,0.342,5.69,5.32,0.0,1.9,64.88,4.0,26.9
39.07,0.0,2.83,24.11,0.0,70.05,1.141,6.61,6.49,0.0,7.91,72.88,4.0,55.3
16.39,0.0,8.99,16.79,0.0,11.91,0.697,3.21,6.02,0.0,4.73,100.0,4.0,15.2
35.52,0.16,3.97,9.91,0.0,17.64,0.888,8.99,9.12,0.0,8.46,100.0,8.0,27.2
36.38,12.43,7.52,18.05,1.0,15.51,1.06,7.15,6.4,1.0,5.36,73.84,2.0,36.4
60.02,7.78,6.55,27.04,0.0,68.16,1.765,6.65,1.15,0.0,6.95,74.25,2.0,36.6
30.14,7.41,8.8,27.0,0.0,12.96,2.069,4.45,5.58,1.0,4.91,86.24,2.0,31.0
84.42,7.54,4.29,24.77,0.0,8.25,2.177,4.77,5.31,1.0,9.99,64.04,8.0,52.9
23.09,0.0,8.36,15.33,0.0,7.94,1.204,5.83,3.17,0.0,1.92,84.93,8.0,27.0
17.36,0.0,9.83,28.41,0.0,8.13,1.194,14.26,4.7,0.0,5.15,60.62,4.0,21.5
43.37,10.55,4.57,17.88,0.0,13.57,1.03,14.44,2.22,0.0,4.79,45.51,4.0,46.6
55.82,12.68,7.02,15.33,0.0,6.7,2.349,2.77,5.71,0.0,3.71,81.87,8.0,41.9
9.68,0.0,9.84,18.29,1.0,0.21,0.419,24.19,4.84,0.0,4.98,70.75,2.0,21.4
14.9,0.0,8.28,14.03,0.0,35.43,0.367,8.86,2.94,0.0,3.52,82.36,2.0,18.0
31.18,0.0,11.22,8.68,0.0,15.92,0.788,9.82,4.02,1.0,6.41,74.7,2.0,21.1
45.05,0.0,8.68,18.94,1.0,18.46,0.52,5.36,7.73,0.0,5.3,54.17,2.0,29.3
9.94,0.0,5.35,11.71,1.0,1.43,1.01,6.37,5.31,1.0,5.29,95.17,2.0,39.5
28.71,1.04,9.99,14.25,1.0,6.51,3.922,12.73,4.41,0.0,4.79,82.77,2.0,50.9
58.7,2.82,5.58,24.47,0.0,10.54,2.727,11.44,3.5,0.0,6.43,83.83,4.0,53.2
32.82,0.0,9.61,18.95,0.0,94.96,1.218,3.41,6.39,0.0,3.22,37.09,2.0,36.5
27.29,12.89,7.23,18.24,1.0,43.03,0.433,5.07,6.88,0.0,5.18,52.68,2.0,42.9
67.52,2.82,1.35,25.04,1.0,37.19,1.883,3.66,6.67,0.0,2.82,56.71,2.0,65.8
39.42,0.0,9.03,27.08,0.0,59.61,2.124,1.51,6.48,0.0,8.26,62.15,4.0,37.0
44.69,0.0,7.22,27.88,1.0,45.85,0.81,8.86,7.37,0.0,5.82,100.0,2.0,45.6
56.21,0.0,6.39,18.92,1.0,18.19,1.313,5.33,4.33,1.0,4.34,44.35,2.0,50.7
38.47,0.0,7.0,38.13,0.0,5.95,0.393,10.6,3.47,1.0,10.0,71.56,8.0,22.2
23.85,0.0,9.86,10.39,0.0,72.4,1.215,8.72,5.85,1.0,7.72,42.81,4.0,42.4
39.91,2.25,5.69,21.36,0.0,56.49,0.977,3.18,5.32,1.0,5.25,46.65,8.0,35.8
32.92,0.0,10.24,20.42,0.0,6.2,0.584,13.66,4.53,0.0,9.89,64.21,4.0,21.5
20.23,0.0,5.35,7.45,0.0,89.39,0.731,4.27,5.19,0.0,4.69,66.02,8.0,35.3
73.54,7.22,6.52,20.12,0.0,5.79,1.011,16.12,9.46,1.0,3.78,25.91,8.0,30.4
40.27,0.0,9.34,15.4,0.0,57.92,0.876,5.14,5.83,0.0,7.48,35.33,2.0,30.7
45.39,14.68,7.37,26.68,0.0,57.71,1.032,3.88,6.71,0.0,5.6,52.38,4.0,34.6
40.51,0.0,8.15,10.3,1.0,19.3,0.675,3.93,1.9,1.0,9.73,63.51,2.0,43.1
8.13,0.0,8.34,8.4,0.0,90.3,1.279,9.15,7.67,1.0,7.26,40.06,4.0,37.1
37.64,0.0,6.77,11.6,0.0,14.01,1.511,7.08,5.19,0.0,3.59,61.78,4.0,20.2
19.0,0.0,5.99,23.62,0.0,1.03,0.45,4.68,5.39,0.0,2.61,63.1,4.0,14.8
13.98,0.0,7.21,9.66,0.0,60.73,2.897,7.11,4.53,0.0,3.45,71.34,2.0,33.1
26.77,8.06,5.31,19.07,0.0,12.04,0.552,17.89,2.42,0.0,3.61,73.51,4.0,37.7
24.53,0.0,6.01,14.49,0.0,18.28,1.134,9.45,1.63,0.0,1.77,66.29,2.0,24.4
61.61,0.0,10.76,32.35,0.0,61.18,0.696,2.31,3.29,1.0,5.46,82.56,8.0,23.5
19.4,0.0,4.98,10.7,1.0,10.23,0.391,4.45,10.0,0.0,4.64,84.17,2.0,29.2
16.23,0.0,10.76,8.59,0.0,8.64,1.524,9.43,8.4,1.0,6.4,64.24,8.0,25.0
19.19,0.0,5.95,6.94,0.0,3.02,2.1,2.52,5.36,0.0,0.0,46.13,4.0,21.3
44.9,0.0,5.61,22.14,1.0,19.19,2.421,17.02,5.9,1.0,4.78,63.78,2.0,49.9
7.49,0.0,6.7,17.26,1.0,47.92,1.706,13.38,8.34,0.0,4.66,37.01,2.0,43.3
40.33,0.0,5.57,18.08,0.0,2.9,0.741,5.24,5.52,0.0,3.63,80.29,2.0,22.6
30.54,0.0,9.93,35.77,0.0,69.26,1.759,12.38,0.84,1.0,8.03,94.68,4.0,37.4
40.56,0.0,8.96,16.56,0.0,11.43,0.602,31.82,7.83,1.0,5.83,75.69,4.0,31.3
26.48,9.95,6.55,9.19,0.0,5.11,0.97,7.35,5.15,0.0,4.76,85.83,2.0,20.1
39.74,3.69,12.78,16.11,0.0,52.09,1.52,7.94,5.52,0.0,5.76,45.33,4.0,39.9
41.61,0.0,7.72,16.24,0.0,16.0,1.084,2.39,4.96,0.0,6.93,71.04,8.0,22.3
16.24,0.0,8.63,20.6,0.0,8.37,1.404,3.52,4.55,1.0,7.11,65.86,8.0,28.0
7.53,0.0,7.4,11.77,0.0,19.16,2.372,3.87,6.78,0.0,1.5,51.62,2.0,18.5
40.38,1.66,5.98,10.98,0.0,3.01,0.749,7.56,5.35,0.0,7.76,66.88,8.0,29.8
38.25,13.29,5.19,29.88,1.0,4.08,2.514,6.54,5.53,0.0,6.98,48.98,2.0,54.7
30.87,3.64,9.34,11.43,0.0,33.36,1.512,15.07,3.15,0.0,2.94,80.81,4.0,22.1
4.46,0.0,10.01,3.44,0.0,89.5,2.099,8.38,10.0,1.0,7.51,48.16,2.0,34.5
33.87,0.0,10.57,16.81,0.0,12.47,1.898,8.95,7.93,0.0,3.12,52.83,4.0,28.1
13.49,6.79,6.35,7.91,0.0,46.54,2.469,11.84,7.26,0.0,3.95,66.63,4.0,33.5
42.31,0.0,8.91,28.36,0.0,36.2,2.189,7.95,8.55,1.0,8.4,77.47,4.0,37.6
61.85,0.0,7.76,25.93,0.0,7.63,1.596,1.92,5.36,0.0,5.38,87.16,2.0,31.3
44.6,0.0,8.53,17.35,1.0,1.21,1.652,27.4,7.29,0.0,5.65,57.35,2.0,42.8
22.73,0.0,6.59,9.43,1.0,13.69,0.942,2.15,6.91,0.0,5.86,68.12,2.0,32.1
23.04,0.0,6.23,34.85,0.0,31.4,1.336,3.95,5.35,1.0,9.8,84.47,2.0,33.7
7.6,0.0,9.85,25.6,0.0,12.25,1.347,3.51,4.88,0.0,6.33,49.53,4.0,17.9
18.33,0.0,10.2,12.64,1.0,4.7,1.221,0.69,5.01,1.0,7.05,70.79,2.0,41.5
28.52,19.36,4.58,7.88,0.0,15.79,0.569,14.72,5.48,0.0,4.33,69.05,8.0,31.7
52.96,0.0,8.63,19.36,0.0,1.26,1.163,2.17,2.19,1.0,6.67,52.13,2.0,36.5
18.14,0.0,10.85,20.75,1.0,3.95,0.235,2.03,6.47,1.0,6.34,89.75,2.0,23.1
43.51,0.0,6.97,14.0,0.0,0.16,0.447,10.09,7.67,0.0,5.17,64.66,8.0,17.1
39.13,3.56,4.52,40.72,0.0,13.79,0.757,11.53,3.82,0.0,2.37,91.43,8.0,35.8
8.06,6.48,5.35,29.83,0.0,15.32,0.299,2.36,3.94,0.0,5.04,48.75,4.0,21.8
28.35,0.0,6.8,11.81,0.0,44.99,2.121,3.9,3.57,0.0,7.49,19.32,4.0,29.3
37.07,7.4,6.11,12.78,0.0,3.58,1.274,9.66,4.27,0.0,5.06,59.51,2.0,33.3
25.5,2.31,7.89,24.84,0.0,0.96,3.075,6.29,2.53,1.0,6.89,77.48,8.0,37.2
61.27,0.0,7.13,28.58,0.0,5.86,1.277,5.12,4.07,1.0,3.57,60.15,8.0,24.4
41.9,0.0,7.2,17.16,0.0,93.27,1.366,1.85,7.3,0.0,2.19,57.86,4.0,30.8
31.49,15.31,7.58,27.46,0.0,9.48,1.888,9.02,2.69,1.0,4.4,68.11,2.0,33.2
30.59,6.22,5.81,9.72,0.0,15.24,2.052,14.73,4.6,0.0,4.29,51.65,2.0,33.0
50.22,0.0,10.02,20.15,0.0,75.63,1.388,19.25,6.66,1.0,6.19,100.0,2.0,42.3
9.62,0.0,10.59,26.35,1.0,16.07,0.283,14.52,5.88,0.0,3.98,65.67,2.0,31.4
21.23,0.0,10.1,20.65,0.0,82.95,1.609,3.08,6.33,0.0,5.09,45.97,4.0,32.5
29.26,0.0,6.8,25.64,0.0,0.39,0.432,4.85,6.22,1.0,9.3,100.0,4.0,13.0
29.0,0.0,7.9,59.28,0.0,19.49,1.196,5.03,5.48,0.0,6.26,50.61,2.0,20.9
15.92,0.0,9.97,16.01,0.0,13.6,0.358,12.37,2.55,0.0,8.29,70.33,4.0,22.2
34.56,0.0,7.56,20.92,1.0,6.43,0.828,15.66,5.23,0.0,1.76,59.02,2.0,31.7
1.04,0.0,7.57,2.53,0.0,85.84,0.592,2.71,3.66,0.0,5.44,35.59,2.0,26.0
31.91,0.0,6.56,14.09,0.0,1.82,0.317,14.71,6.88,0.0,4.43,87.03,4.0,17.0
2.57,0.0,7.54,15.25,0.0,6.87,2.902,4.07,3.61,0.0,6.25,69.91,2.0,20.0
33.67,0.75,5.58,22.3,0.0,56.48,0.846,6.89,7.26,1.0,5.56,39.37,8.0,39.5
17.18,0.0,14.23,23.43,0.0,5.61,0.295,17.97,5.27,0.0,5.24,100.0,4.0,17.0
53.37,17.21,1.43,22.64,0.0,2.3,0.779,2.33,6.12,1.0,6.04,70.83,4.0,41.0
18.43,0.0,6.49,13.77,0.0,67.63,1.144,12.2,6.47,0.0,5.84,84.2,4.0,24.9
42.59,0.0,8.91,18.3,1.0,13.26,0.638,4.42,8.07,0.0,7.47,93.75,2.0,35.0
42.44,18.16,4.18,11.49,1.0,68.16,1.076,8.57,7.03,0.0,0.96,32.66,2.0,56.9
17.36,0.0,7.78,6.8,0.0,19.7,0.16,5.0,4.28,1.0,6.19,81.34,2.0,11.1
13.14,0.0,9.4,10.68,0.0,9.48,3.192,1.53,6.66,1.0,10.0,88.62,4.0,33.9
23.45,0.0,10.36,27.41,0.0,15.3,1.656,8.26,6.11,0.0,6.97,71.29,2.0,16.0
21.79,5.48,7.14,15.19,0.0,4.2,0.442,3.49,7.16,0.0,6.13,89.3,4.0,9.6
18.57,5.88,9.58,12.49,1.0,91.7,2.167,1.52,5.43,0.0,3.27,48.82,2.0,53.3
35.62,5.37,3.89,17.38,1.0,35.33,0.945,0.92,8.52,0.0,3.51,94.66,2.0,41.2
12.8,0.0,7.4,10.27,0.0,12.91,1.222,9.31,5.63,0.0,5.27,60.14,2.0,20.0
17.95,0.0,9.45,11.46,0.0,85.81,1.075,0.48,1.81,1.0,6.75,86.85,4.0,31.7
21.18,0.0,12.31,9.37,0.0,15.26,1.27,7.81,5.45,1.0,4.68,77.37,4.0,20.0
48.28,2.58,5.31,22.88,1.0,11.18,1.027,2.96,3.4,1.0,6.03,76.87,2.0,51.4
18.53,0.0,6.16,26.37,0.0,10.98,0.755,9.18,4.34,0.0,9.81,46.21,8.0,31.7
38.63,4.03,8.04,18.74,1.0,4.45,1.174,1.5,5.02,1.0,7.82,97.64,2.0,34.8
65.33,4.97,6.55,28.1,0.0,7.16,1.013,2.58,6.33,1.0,3.9,53.75,4.0,31.5
41.89,0.0,6.31,20.23,0.0,1.02,1.823,6.5,4.39,0.0,8.37,100.0,2.0,28.0
24.65,0.0,5.83,20.05,0.0,6.94,0.909,6.84,8.54,1.0,5.8,76.89,4.0,20.7
28.21,0.0,7.13,14.62,0.0,5.46,2.4,2.27,5.4,1.0,10.0,78.46,8.0,36.3
37.54,0.0,8.92,10.18,0.0,15.63,1.52,9.26,4.71,0.0,6.89,59.75,2.0,30.6
51.49,0.0,6.79,16.49,0.0,60.95,1.05,4.43,7.42,1.0,1.14,55.07,4.0,37.2
30.72,21.68,7.82,15.75,0.0,3.29,1.708,7.16,5.86,0.0,0.83,40.49,4.0,36.2
43.56,4.43,6.89,43.51,0.0,16.01,0.55,11.0,2.08,1.0,6.95,83.92,4.0,33.9
31.64,0.0,9.25,11.92,0.0,11.72,0.652,6.21,2.79,0.0,5.91,76.49,4.0,20.4
23.24,0.0,8.86,10.95,0.0,12.96,1.612,8.13,9.02,0.0,6.22,98.62,8.0,19.0
22.5,0.0,7.52,10.48,1.0,68.01,0.772,6.33,5.22,0.0,7.01,56.25,2.0,44.0
31.76,2.38,9.43,9.03,0.0,13.03,1.116,9.08,5.11,0.0,4.64,100.0,8.0,27.6
31.26,8.42,4.62,16.07,0.0,12.91,0.851,0.3,8.0,1.0,4.04,51.02,2.0,29.0
44.2,0.0,6.57,11.65,0.0,9.38,1.367,6.14,5.2,0.0,4.22,75.42,4.0,19.8
6.29,0.0,7.98,12.55,0.0,19.18,0.929,13.24,4.44,1.0,3.14,81.24,2.0,14.7
34.03,0.88,8.64,22.67,0.0,5.43,0.57,7.41,5.25,1.0,6.29,80.0,2.0,23.1
44.75,11.28,7.57,11.65,0.0,32.4,2.494,3.1,4.45,1.0,9.41,59.76,8.0,40.3
60.22,0.0,5.56,67.07,1.0,2.59,2.059,7.48,5.02,0.0,8.02,46.56,2.0,58.2
7.9,0.0,6.85,3.54,0.0,91.2,0.146,9.36,5.45,0.0,4.03,58.4,4.0,28.8
22.99,0.0,8.47,8.64,1.0,69.88,0.308,8.68,6.15,0.0,5.81,51.32,2.0,40.9
35.88,4.36,4.33,48.44,0.0,13.92,0.376,3.22,4.72,1.0,4.21,100.0,4.0,27.0
24.21,0.0,10.29,7.45,0.0,65.67,0.56,5.57,5.11,0.0,6.87,71.53,4.0,21.5
72.85,0.75,6.28,27.55,0.0,17.19,1.978,9.08,5.29,1.0,5.45,71.34,4.0,45.3
46.56,5.31,4.63,23.95,0.0,4.96,1.088,5.63,10.0,1.0,6.17,97.05,4.0,22.5
28.48,0.0,5.77,13.63,0.0,12.97,0.748,22.05,6.19,1.0,8.31,83.49,2.0,28.7
43.79,8.16,7.33,17.45,0.0,10.13,0.467,9.53,0.0,1.0,6.13,35.72,4.0,24.1
3.96,0.0,9.45,13.13,1.0,10.71,0.963,6.48,4.82,1.0,7.94,88.05,2.0,27.0
46.18,4.57,5.53,34.48,1.0,4.5,1.376,5.71,2.35,1.0,6.27,79.22,2.0,49.1
44.12,0.0,7.45,20.35,0.0,14.17,0.994,2.65,4.41,0.0,5.83,76.89,4.0,23.5
10.28,0.0,6.43,36.92,1.0,45.66,1.706,4.81,4.5,1.0,6.98,64.45,2.0,49.4
28.15,18.46,5.42,8.45,0.0,18.13,1.856,11.72,1.63,0.0,7.26,59.55,2.0,32.3
60.93,0.0,10.12,48.79,0.0,12.01,0.889,8.67,9.11,0.0,3.46,50.73,8.0,25.3
30.88,0.0,12.33,13.57,1.0,13.89,0.822,10.64,5.41,0.0,6.5,84.16,2.0,29.2
16.5,0.0,8.08,37.42,0.0,64.67,1.807,3.73,7.36,0.0,4.93,53.01,2.0,34.0
42.14,1.83,8.38,25.44,0.0,44.48,0.95,9.45,3.6,0.0,5.84,52.4,4.0,28.7
30.39,0.0,8.87,10.65,0.0,18.94,0.674,5.48,5.0,1.0,5.56,100.0,8.0,19.1
15.4,0.0,5.1,14.92,0.0,12.07,1.04,2.41,6.67,0.0,8.1,60.99,4.0,24.0
56.79,0.0,5.0,14.95,0.0,9.57,2.034,14.36,2.39,0.0,6.01,58.25,4.0,38.6
7.9,0.0,4.13,6.21,0.0,71.74,1.0,8.74,10.0,0.0,2.46,71.61,4.0,30.0
52.71,12.29,6.84,19.74,1.0,5.3,0.821,9.99,7.77,0.0,6.81,64.63,2.0,40.3
25.57,0.0,12.12,14.72,0.0,42.67,0.699,1.28,5.54,0.0,8.9,91.26,2.0,12.2
13.46,8.12,9.75,26.88,1.0,4.51,1.215,2.93,3.77,0.0,3.07,79.87,2.0,28.9
18.84,0.0,8.52,9.77,1.0,30.23,0.772,2.66,5.55,1.0,5.08,69.18,2.0,26.7
34.65,0.0,7.77,12.21,0.0,7.58,1.763,3.41,0.32,0.0,7.88,83.87,2.0,26.4
41.99,3.43,6.62,13.81,0.0,15.09,0.931,13.96,5.9,0.0,3.69,76.05,2.0,25.0
43.13,0.0,9.83,21.27,0.0,37.56,0.993,2.85,8.35,0.0,6.92,51.39,2.0,24.5
25.28,14.53,6.93,23.18,1.0,6.93,0.935,8.28,1.9,1.0,7.48,76.29,2.0,45.9
